CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10011,2.6768619730853103,0.8325546111576977,2.6125830744547627,0.0,2.6125830744547627,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6015459273656616,2.662876231085475,2.643613213990933,2.772036261573345,0.0,1.6015459273656616
C10012,2.5394024039614247,0.7731992632922094,2.703453967223723,2.703453967223723,0.0,0.0,0.47238072707743883,0.47238072707743883,0.0,0.0,0.0,1.3949588341794583,2.7570640787953646,2.561345563571378,2.2479700844924375,0.0,1.6015459273656616
C10013,2.706492552077706,0.8325546111576977,2.8419751801764828,2.797237546198745,2.5646690829536376,0.0,0.8325546111576977,0.47238072707743883,0.8065901933783833,0.0,0.0,1.815443985917585,2.8296114301155146,2.5322423187487106,2.48935044821157,0.47238072707743883,1.6015459273656616
C10014,2.612909674680864,0.8325546111576977,2.769126393463147,2.458157402871505,2.7293736558455275,0.0,0.7480747208236772,0.3926206382011817,0.7480747208236772,0.0,0.0,1.815443985917585,2.9871042204733396,2.7226271313328674,2.3515902068909242,0.2829176558314829,1.6015459273656616
C10015,2.815663983918819,0.8325546111576977,0.0,0.0,0.0,2.4190205352766454,0.0,0.0,0.0,0.2829176558314829,0.8325546111576977,0.0,2.8296114301155146,2.587061529513138,2.626533278370322,0.0,1.6015459273656616
C10016,2.9727801493621944,0.8325546111576977,2.717658012330924,0.0,2.717658012330924,2.782399499584557,0.6367614216550531,0.0,0.6367614216550531,0.3926206382011817,1.2686362411795196,1.5763586678760644,2.9978862241336186,2.756468433640703,2.7667440702611574,0.0,1.6015459273656616
C10017,2.7634738970391877,0.7928484466922882,0.0,0.0,0.0,2.816398726054585,0.0,0.0,0.0,0.47238072707743883,1.1774100225154747,0.0,2.8296114301155146,2.444124563527596,2.435935444442254,0.0,1.4823038073675112
C10018,1.933855744893552,0.6121218317797217,2.5007656450726192,0.0,2.5007656450726192,0.0,0.5901753379821167,0.0,0.5363597882501536,0.0,0.0,1.4823038073675112,2.7972211086858363,2.3544802373750535,2.0752849343968807,0.47238072707743883,1.6015459273656616
C10019,2.7560707923667818,0.8325546111576977,2.495045341976909,2.2622983473487213,2.4139246100799765,0.0,0.7147208012685587,0.2829176558314829,0.6778879840003821,0.0,0.0,1.5174271293851465,3.0777884197199405,2.7296789627649103,2.571810107415981,0.0,1.6015459273656616
C10020,2.860564732564309,0.8325546111576977,2.447562898449153,0.0,2.447562898449153,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6015459273656616,2.8799825709294207,2.6384233034528726,3.0709614596521506,0.0,1.6015459273656616
C10021,2.7585695456090686,0.8325546111576977,2.27595785980017,0.0,2.27595785980017,0.0,0.7147208012685587,0.0,0.7147208012685587,0.0,0.0,1.4823038073675112,2.7570640787953646,2.3263603020534203,3.0845994849920553,0.0,1.6015459273656616
C10022,2.9596348008676663,0.8325546111576977,2.9593805122438384,2.946960649185185,2.4720978465763856,2.3319953056837797,0.8325546111576977,0.8065901933783833,0.8325546111576977,0.5363597882501536,1.3949588341794583,2.1289902520099186,3.0542122212726266,2.763986720513566,2.7230570477005065,0.0,1.6015459273656616
C10023,2.2119943617036757,0.7017668468373179,2.589501243163985,0.0,2.589501243163985,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.70010933704164,2.737900170783434,2.7868770682891184,2.114163886586715,0.0,1.6015459273656616
C10024,2.87107284717202,0.7731992632922094,2.8904188812428724,2.8544246017374344,2.584197734078592,2.9973520050884748,0.8325546111576977,0.2829176558314829,0.8065901933783833,0.5363597882501536,1.624517568269195,1.624517568269195,3.017464326426592,3.0260443188958615,2.6949819409676192,0.0,1.6015459273656616
C10025,2.930614839385909,0.8325546111576977,0.0,0.0,0.0,2.585449487894514,0.0,0.0,0.0,0.5569153092141904,1.2686362411795196,0.0,2.9495222326657435,2.6946304300054753,2.722750277002446,0.0,1.5763586678760644
C10026,2.2672419389630916,0.8325546111576977,2.4480529861977494,0.0,2.4480529861977494,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6015459273656616,2.8296114301155146,2.3187700895738907,2.2582958582417927,0.0,1.6015459273656616
C10027,2.7181441462202875,0.8325546111576977,2.1528420722917962,2.1528420722917962,0.0,2.346206063125773,0.3926206382011817,0.3926206382011817,0.0,0.47238072707743883,1.3385661990458504,1.0481470739682048,2.727447816621954,2.606251164265291,2.6228885361990857,0.0,1.6015459273656616
C10028,2.2004047761342624,0.8325546111576977,2.3359188729965736,0.0,2.3359188729965736,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6015459273656616,2.628451022810815,2.3111146579234982,2.2606356415512985,0.0,1.6015459273656616
C10029,2.9791622918690197,0.8325546111576977,2.44154340475449,2.3077455044575186,2.2830275222814604,2.7772208940082495,0.7147208012685587,0.3926206382011817,0.5901753379821167,0.7785471223709695,1.6832151805566085,1.4823038073675112,3.042897594350818,2.7164844846812635,2.721845048656615,0.0,1.6015459273656616
C10030,1.7715108940417736,0.8325546111576977,2.148283155648077,0.0,2.148283155648077,0.0,0.5901753379821167,0.0,0.5901753379821167,0.0,0.0,1.3385661990458504,2.973116480668156,2.2552520495031794,2.2537618450310313,0.0,1.6015459273656616
C10031,3.066599426080428,0.8325546111576977,2.8318345791143034,2.63094192322083,2.7592978997494937,2.840083929699244,0.8325546111576977,0.3926206382011817,0.8325546111576977,0.6367614216550531,1.5485138917033876,2.043131730920852,3.0777884197199405,2.889683391850402,2.845972390342727,0.0,1.6015459273656616
C10032,2.6568765762157094,0.8325546111576977,2.6845677229384,2.4482568140018666,2.6182251941120795,2.2748864275440774,0.8325546111576977,0.2829176558314829,0.8325546111576977,0.3926206382011817,1.0481470739682048,1.9566914413082854,2.9495222326657435,2.5440801216628888,2.356347620229563,0.0,1.6015459273656616
C10033,2.9689894449717316,0.8325546111576977,2.405565213285757,2.405565213285757,0.0,2.6612322366674372,0.2829176558314829,0.2829176558314829,0.0,0.3926206382011817,1.1774100225154747,1.1774100225154747,3.042897594350818,2.7296025109199253,2.7977025159745432,0.0,1.6015459273656616
C10034,2.200343134055667,0.8325546111576977,2.541261315873839,2.541261315873839,0.0,0.0,0.8065901933783833,0.8065901933783833,0.0,0.0,0.0,1.5763586678760644,2.662876231085475,2.459836071156517,2.298855142665941,0.5122150568535555,1.6015459273656616
C10035,2.857564839067326,0.7392860503639942,2.51133154031147,0.0,2.51133154031147,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6456154475156735,3.050531340068388,3.012520086861907,3.1289803559736162,0.0,1.6015459273656616
C10036,2.722678036687662,0.8325546111576977,0.0,0.0,0.0,2.1465810880652128,0.0,0.0,0.0,0.2829176558314829,0.8325546111576977,0.0,2.737900170783434,2.421786775666093,2.5405749644490383,0.0,1.6015459273656616
C10037,2.9854685194552038,0.8325546111576977,0.0,0.0,0.0,3.0151157845946956,0.0,0.0,0.0,0.7392860503639942,1.5763586678760644,0.0,3.017464326426592,2.7204487581030152,2.7558675069955703,0.0,1.5763586678760644
C10038,2.8820300112132555,0.8325546111576977,2.7884595774713374,2.721099517097498,2.5701774252331466,2.7271955401744408,0.7480747208236772,0.6367614216550531,0.7480747208236772,0.5363597882501536,1.442026886600883,1.933305360847936,2.918457327325329,2.7183632457760027,2.70941458288378,0.0,1.6015459273656616
C10039,2.956957612316498,0.8325546111576977,2.3071649223968382,2.3071649223968382,0.0,2.825178001518798,0.2829176558314829,0.2829176558314829,0.0,0.5363597882501536,1.6015459273656616,1.0481470739682048,3.017464326426592,2.6685843894930636,2.761484109298249,0.0,1.6015459273656616
C10040,2.6931744903780137,0.6121218317797217,2.6213241360579747,2.6213241360579747,0.0,2.9543548879960237,0.2829176558314829,0.2829176558314829,0.0,0.5363597882501536,1.3949588341794583,1.3949588341794583,2.9871042204733396,3.147552199171398,2.5652618538634693,0.5363597882501536,1.6015459273656616
C10041,2.5493050689968477,0.7392860503639942,0.0,0.0,0.0,2.8372673160693758,0.0,0.0,0.0,0.47238072707743883,1.1774100225154747,0.0,2.737900170783434,2.8335137218165714,2.377003923336061,0.3926206382011817,1.6015459273656616
C10043,2.5820179183507985,0.8041313403568467,2.707664419589999,2.582365072988407,2.5706792704957375,2.7733358556171908,0.6778879840003821,0.5901753379821167,0.5363597882501536,0.47238072707743883,1.5763586678760644,1.8254326912201402,2.8296114301155146,2.6723566893653885,2.4284863439272755,0.32459269193532575,1.6015459273656616
C10044,2.884464276273718,0.8325546111576977,2.3069745435629088,2.3069745435629088,0.0,0.0,0.2829176558314829,0.2829176558314829,0.0,0.0,0.0,0.8325546111576977,2.900354266859987,2.601472630502882,2.7380283778583085,0.0,1.6015459273656616
C10045,2.686358188757466,0.8325546111576977,0.0,0.0,0.0,2.7021369092872574,0.0,0.0,0.0,0.2829176558314829,0.8325546111576977,0.0,2.7044198697009794,2.436865246261405,2.403258360133279,0.0,1.6015459273656616
C10046,2.928933983720028,0.8325546111576977,2.7075253472130965,2.4808130472460275,2.6387211564111333,0.0,0.8325546111576977,0.5363597882501536,0.8325546111576977,0.0,0.0,1.7448559934055943,3.0079792357357387,2.695620039265318,2.6805169319664133,0.0,1.6015459273656616
C10047,2.777716415384331,0.8325546111576977,2.4662155036363806,2.1412537165573284,2.4149290832824715,2.2855756682032022,0.5363597882501536,0.2829176558314829,0.5363597882501536,0.3926206382011817,1.0481470739682048,1.3385661990458504,2.7899176683589166,0.0,2.397353011015796,0.0,1.6015459273656616
C10048,2.4827919219183543,0.6367614216550531,2.1696048283949825,0.0,2.1696048283949825,2.6310280155221344,0.564317048403231,0.0,0.47238072707743883,0.34319533163547467,0.8325546111576977,1.1774100225154747,2.727447816621954,2.2751314697069653,2.2357462533463472,0.0,1.4823038073675112
C10049,2.8760349122424556,0.8325546111576977,0.0,0.0,0.0,2.755321712171907,0.0,0.0,0.0,0.6367614216550531,1.442026886600883,0.0,2.8884386562932893,0.0,2.397353011015796,0.0,1.6015459273656616
C10050,2.3327757205680695,0.8325546111576977,2.7892145627410505,2.692030966722517,2.6260922690507758,0.0,0.8325546111576977,0.7147208012685587,0.8325546111576977,0.0,0.0,2.1159718368820997,2.84639785199701,2.800333494582564,2.274690016124361,0.8065901933783833,1.6015459273656616
C10051,2.6004825776227336,0.8325546111576977,2.4962902907091182,2.4962902907091182,0.0,2.558415378091708,0.3926206382011817,0.3926206382011817,0.0,0.2829176558314829,1.0481470739682048,1.1774100225154747,2.8799825709294207,2.525509734568968,2.379294953475118,0.2829176558314829,1.6015459273656616
C10052,2.9160876441761743,0.8325546111576977,2.608654834127881,2.5441019005343306,2.3551101244378594,3.0085773871152437,0.6967839089572181,0.564317048403231,0.47238072707743883,0.7928484466922882,1.9072456998840988,1.5174271293851465,3.0647585971217115,3.0002304726701943,2.6307949450438817,0.0,1.4823038073675112
C10053,2.6428418670513056,0.8325546111576977,2.8358434656853087,2.776057626934215,2.6053730996057523,0.0,0.7147208012685587,0.6778879840003821,0.6367614216550531,0.0,0.0,1.71593676432625,2.7972211086858363,2.6916201463177143,2.6810435792887617,0.0,1.6015459273656616
C10054,2.7123264388924997,0.8325546111576977,0.0,0.0,0.0,2.403261585869776,0.0,0.0,0.0,0.47238072707743883,1.1774100225154747,0.0,2.8567120822642704,2.5574944466697325,2.5233505783345214,0.0,1.6015459273656616
C10055,2.478605687376392,0.7974890755010531,2.755170272166007,2.755170272166007,0.0,2.7553576288809603,0.7147208012685587,0.7147208012685587,0.0,0.32459269193532575,0.8325546111576977,1.5763586678760644,2.8296114301155146,2.835968344348209,2.2121703333043556,0.4269912842131027,1.5174271293851465
C10056,1.4269125673801821,0.7017668468373179,2.3957864913592015,0.0,2.3957864913592015,0.0,0.7147208012685587,0.0,0.7147208012685587,0.0,0.0,1.4823038073675112,2.628451022810815,2.4567298456670956,2.397353011015796,0.0,1.6015459273656616
C10057,2.6795646690561123,0.8325546111576977,2.6755254013538043,2.6755254013538043,0.0,0.0,0.47238072707743883,0.47238072707743883,0.0,0.0,0.0,1.3949588341794583,2.9495222326657435,0.0,2.397353011015796,0.0,1.6015459273656616
C10058,2.8628561876412424,0.8325546111576977,2.397968408682869,2.397968408682869,0.0,2.5507811503461917,0.47238072707743883,0.47238072707743883,0.0,0.5901753379821167,1.3385661990458504,1.2686362411795196,2.8799825709294207,0.0,2.397353011015796,0.0,1.6015459273656616
C10059,2.788894248462191,0.8325546111576977,2.925745764434986,2.911065866546564,2.4622533556980364,0.0,0.8065901933783833,0.8065901933783833,0.6367614216550531,0.0,0.0,1.9393813744835136,2.9871042204733396,2.9401800807496556,2.6794962828898603,0.2829176558314829,1.6015459273656616
C10060,2.87872540551464,0.8325546111576977,0.0,0.0,0.0,2.327800461766125,0.0,0.0,0.0,0.40872231504653683,1.1774100225154747,0.0,2.8799825709294207,2.5770336002825265,2.7163424440282897,0.0,1.5763586678760644
C10061,2.9345487569942774,0.8325546111576977,2.331968976835497,0.0,2.331968976835497,2.6227724407049506,0.5901753379821167,0.0,0.5363597882501536,0.5363597882501536,1.2686362411795196,1.3949588341794583,2.9495222326657435,2.7667997542159255,2.74727419189682,0.0,1.6015459273656616
C10062,2.7457399202829764,0.7392860503639942,2.1762808753454816,2.1762808753454816,0.0,0.0,0.3926206382011817,0.3926206382011817,0.0,0.0,0.0,1.0481470739682048,2.9630577601870116,2.857195635366425,2.511631183619363,0.0,1.6015459273656616
C10063,2.711159099961363,0.8325546111576977,2.051261379622086,2.051261379622086,0.0,0.0,0.2829176558314829,0.2829176558314829,0.0,0.0,0.0,0.8325546111576977,2.716318043417728,2.4137619734646614,2.594470164582839,0.0,1.6015459273656616
C10064,2.5880018768760413,0.8041313403568467,0.0,0.0,0.0,2.8719647846600775,0.0,0.0,0.0,0.6597866059381998,1.442026886600883,0.0,2.88636528319841,2.895382279261275,2.3434165367576965,0.29497676799418115,1.5763586678760644
C10065,1.4485534043423707,0.29497676799418115,2.5951091807422957,2.5951091807422957,0.0,0.0,0.2829176558314829,0.2829176558314829,0.0,0.0,0.0,0.8325546111576977,2.716318043417728,0.0,2.397353011015796,0.0,1.6015459273656616
C10067,2.750022262163625,0.8325546111576977,2.7465637207817553,0.0,2.7465637207817553,2.717000710333336,0.8325546111576977,0.0,0.8325546111576977,0.2829176558314829,1.2686362411795196,2.03153498248125,2.742896518750479,2.8658547008668664,2.844632220472323,0.2829176558314829,1.6015459273656616
C10068,2.733593760428832,0.8325546111576977,2.454434009172446,2.4057309379388765,2.116293817487105,0.0,0.6778879840003821,0.5363597882501536,0.3926206382011817,0.0,0.0,1.5763586678760644,2.737900170783434,2.5801757459833756,2.6079067947018424,0.0,1.6015459273656616
C10069,2.588064902872188,0.7928484466922882,0.0,0.0,0.0,2.6101362035394944,0.0,0.0,0.0,0.34319533163547467,0.8325546111576977,0.0,2.7044198697009794,2.234041425337063,2.279308196996121,0.0,1.4823038073675112
C10070,2.7135719986483133,0.8325546111576977,0.0,0.0,0.0,2.4393450689415053,0.0,0.0,0.0,0.5901753379821167,1.3949588341794583,0.0,2.7972211086858363,2.5086770137531724,2.4225954309302224,0.0,1.6015459273656616
C10071,2.8795708510768447,0.8325546111576977,2.3617453824022507,2.2924680729590894,2.0742981531000204,0.0,0.7147208012685587,0.2829176558314829,0.6778879840003821,0.0,0.0,1.4823038073675112,2.9495222326657435,2.9725509880190586,2.6287562176246926,0.2829176558314829,1.6015459273656616
C10072,2.7273869665806725,0.8325546111576977,2.6867606100282604,2.6867606100282604,0.0,0.0,0.5363597882501536,0.5363597882501536,0.0,0.0,0.0,1.2686362411795196,2.727447816621954,2.7190347683988145,2.6132851734974785,0.0,1.6015459273656616
C10073,2.9343557635233304,0.8325546111576977,2.457741397742109,0.0,2.457741397742109,2.5377131761630927,0.8065901933783833,0.0,0.7785471223709695,0.5363597882501536,1.2686362411795196,1.5763586678760644,2.956433109328167,2.6761518481600706,2.772714017998558,0.0,1.6015459273656616
C10074,2.829046517961831,0.8041313403568467,2.9012430985963142,2.723533450319223,2.8211061374745157,3.1960209448982955,0.7147208012685587,0.6367614216550531,0.6778879840003821,0.7785471223709695,1.8254326912201402,1.8778606243851437,2.9755349561007005,3.2012921426638434,2.647704603512695,0.6121218317797217,1.6015459273656616
C10075,2.5470971360392696,0.8325546111576977,0.0,0.0,0.0,2.701231286220862,0.0,0.0,0.0,0.34319533163547467,1.1774100225154747,0.0,2.9755349561007005,2.6105642107993376,2.2261421094443485,0.47238072707743883,1.4823038073675112
C10077,2.738807566446066,0.8325546111576977,2.5636190576551745,2.4945410370715093,2.3142464988448235,0.0,0.6367614216550531,0.3087234681787649,0.5800622696066458,0.0,0.0,1.4823038073675112,2.7783322049219983,2.6060009657176253,2.536880364791798,0.0,1.5485138917033876
C10078,2.505822986352448,0.8041313403568467,2.5837468058479445,2.499855999843485,2.370967572939236,0.0,0.49108231746943487,0.29497676799418115,0.40872231504653683,0.0,0.0,1.442026886600883,2.9495222326657435,2.6785929257213152,2.2745064257742533,0.0,1.5763586678760644
C10079,2.9455304273396936,0.8325546111576977,2.5165549260080478,2.3502040167876745,2.3973703512444797,0.0,0.7785471223709695,0.3926206382011817,0.7480747208236772,0.0,0.0,1.6456154475156735,2.9495222326657435,2.7561594483106324,2.7710985312982785,0.0,1.6015459273656616
C10080,2.7304009511290936,0.8325546111576977,2.5315430064985422,2.5315430064985422,0.0,0.0,0.8325546111576977,0.8325546111576977,0.0,0.0,0.0,1.70010933704164,3.050531340068388,2.8272346017909276,2.537164300530104,0.0,1.6015459273656616
C10081,2.5224392777697733,0.8325546111576977,2.40238238486924,0.0,2.40238238486924,0.0,0.7480747208236772,0.0,0.7147208012685587,0.0,0.0,1.4823038073675112,2.7044198697009794,2.696726957958545,2.2919968610604005,0.0,1.6015459273656616
C10082,2.663767719068088,0.8325546111576977,0.0,0.0,0.0,1.916215232550636,0.0,0.0,0.0,0.2829176558314829,0.8325546111576977,0.0,2.662876231085475,1.8467386218004342,3.002865807279444,0.0,1.6015459273656616
C10083,2.9654746448127396,0.8325546111576977,2.4423911570462544,2.4423911570462544,0.0,2.904958686953033,0.6778879840003821,0.6778879840003821,0.0,0.5901753379821167,1.442026886600883,1.442026886600883,2.9755349561007005,2.71912152537929,2.797464101329319,0.0,1.6015459273656616
C10084,1.7058844164179434,0.8041313403568467,2.3462143111527447,1.928388172892254,2.3078403469883493,0.0,0.7147208012685587,0.3926206382011817,0.6778879840003821,0.0,0.0,1.624517568269195,2.918457327325329,2.4254424200222506,2.192784112204884,0.40872231504653683,1.6015459273656616
C10085,2.1009104137354586,0.49108231746943487,0.0,0.0,0.0,2.828743615797711,0.0,0.0,0.0,0.3926206382011817,1.3385661990458504,0.0,3.026409148678802,2.1833519358908964,2.260559989038681,0.0,1.6015459273656616
C10086,1.2513032244987434,0.7017668468373179,2.213190652583272,1.8368910444754845,2.1591718314161277,0.0,0.5901753379821167,0.3926206382011817,0.47238072707743883,0.0,0.0,1.3385661990458504,3.0647585971217115,2.3134630607912645,2.1472059386132014,0.6064028961284422,1.6015459273656616
C10087,1.942149042284157,0.6597866059381998,2.4462085521654098,0.0,2.4462085521654098,0.0,0.6367614216550531,0.0,0.5901753379821167,0.0,0.0,1.6015459273656616,2.662876231085475,2.5667848847120114,2.225867085709233,0.8325546111576977,1.6015459273656616
C10088,2.751102776127141,0.8325546111576977,2.915539832292794,2.9009407457411003,2.4483891839844527,2.3846276625653595,0.8325546111576977,0.8325546111576977,0.5363597882501536,0.2829176558314829,0.8325546111576977,1.98288316164224,3.017464326426592,2.9157304097403944,2.5278117688515187,0.0,1.6015459273656616
C10089,2.216313581493643,0.8325546111576977,2.670194444081034,2.670194444081034,0.0,0.0,0.8325546111576977,0.8325546111576977,0.0,0.0,0.0,1.7707326777153998,3.1162760250197357,2.6742597586095678,2.2692661817702815,0.8325546111576977,1.6015459273656616
C10090,2.9772050945531396,0.8325546111576977,2.716752096625279,2.697527241167841,2.252314649461867,2.938593615739722,0.8325546111576977,0.7785471223709695,0.8325546111576977,0.7480747208236772,1.782709687623856,1.782709687623856,3.050531340068388,2.9037606093539625,2.7454635560478735,0.0,1.6015459273656616
C10092,3.001619994457183,0.8325546111576977,2.7789713822196336,2.680526130263109,2.6165099896972754,2.9268426374411045,0.8325546111576977,0.7480747208236772,0.8325546111576977,0.7480747208236772,1.7581360736183977,2.0275290045208507,3.083912942311642,2.830877015338291,2.7636925759067323,0.0,1.6015459273656616
C10093,2.881593394530497,0.8325546111576977,1.9566914413082854,1.9566914413082854,0.0,2.1578287837443804,0.2829176558314829,0.2829176558314829,0.0,0.2829176558314829,0.8325546111576977,0.8325546111576977,2.900354266859987,2.6419560248284353,2.62244838235526,0.0,1.6015459273656616
C10094,2.9526071719039133,0.8325546111576977,0.0,0.0,0.0,2.8120713025948443,0.0,0.0,0.0,0.5901753379821167,1.6456154475156735,0.0,2.9630577601870116,2.704691330651384,2.8214280727545757,0.0,1.6015459273656616
C10095,3.024330575225495,0.8325546111576977,2.921849688233161,2.6545243099582114,2.877896936103853,2.4327324441737317,0.8325546111576977,0.47238072707743883,0.8065901933783833,0.2829176558314829,0.8325546111576977,1.9621792990728595,3.017464326426592,2.96069113212342,3.0319952746088337,0.0,1.6015459273656616
C10096,2.7549673494625937,0.8325546111576977,2.6344375472837456,2.3300014884655416,2.5869397798737945,2.8939453207512,0.8041313403568467,0.29497676799418115,0.7731992632922094,0.6597866059381998,1.7581360736183977,1.70010933704164,2.8799825709294207,2.8329010446734517,2.6106166402534776,0.29497676799418115,1.5763586678760644
C10097,2.6809067638790354,0.8325546111576977,1.9602736868338952,1.9602736868338952,0.0,2.4915660793096546,0.2829176558314829,0.2829176558314829,0.0,0.2829176558314829,0.8325546111576977,0.8325546111576977,2.737900170783434,2.4679847688275496,2.3974971861585996,0.0,1.6015459273656616
C10098,2.678955615455588,0.8325546111576977,2.451087493582032,2.451087493582032,0.0,0.0,0.3926206382011817,0.3926206382011817,0.0,0.0,0.0,1.0481470739682048,2.7899176683589166,0.0,2.397353011015796,0.0,1.6015459273656616
C10099,2.784570345484223,0.8325546111576977,2.3168002804050354,2.3168002804050354,0.0,0.0,0.47238072707743883,0.47238072707743883,0.0,0.0,0.0,1.1774100225154747,2.7899176683589166,0.0,2.397353011015796,0.0,1.6015459273656616
C10100,2.6531999631177414,0.8325546111576977,0.0,0.0,0.0,2.1910826429200356,0.0,0.0,0.0,0.2829176558314829,0.8325546111576977,0.0,2.662876231085475,2.2426066638592737,2.8239892001720115,0.0,1.6015459273656616
C10101,2.718597284904151,0.8325546111576977,2.570456108182259,2.570456108182259,0.0,0.0,0.7147208012685587,0.7147208012685587,0.0,0.0,0.0,1.5763586678760644,2.9495222326657435,2.456784255501792,2.442642390498452,0.0,1.6015459273656616
C10102,2.8569953661237135,0.8325546111576977,0.0,0.0,0.0,2.7289483703351123,0.0,0.0,0.0,0.6367614216550531,1.3949588341794583,0.0,2.8799825709294207,0.0,2.397353011015796,0.0,1.6015459273656616
C10103,1.3198014557083897,0.5569153092141904,2.093329079402921,0.0,2.093329079402921,0.0,0.47238072707743883,0.0,0.3926206382011817,0.0,0.0,1.1774100225154747,2.9755349561007005,2.3212605150869083,2.1932633107434216,0.8325546111576977,1.6015459273656616
C10104,0.0,0.0,0.0,0.0,0.0,2.123487422062126,0.0,0.0,0.0,0.3654193038476687,0.8325546111576977,0.0,2.8296114301155146,2.2214022777342484,2.397353011015796,0.0,1.442026886600883
C10105,1.330735393300744,0.7147208012685587,1.7448559934055943,1.7448559934055943,0.0,0.0,0.32459269193532575,0.32459269193532575,0.0,0.0,0.0,0.8325546111576977,2.7044198697009794,1.8203699072048811,2.031191643661652,0.0,1.5174271293851465
C10106,1.7872755939374485,0.49108231746943487,2.684370135459676,0.0,2.684370135459676,0.0,0.8325546111576977,0.0,0.8325546111576977,0.0,0.0,1.6015459273656616,2.7570640787953646,2.5631407665753168,2.0053988121695547,0.0,1.6015459273656616
C10107,2.8586899988084755,0.8325546111576977,2.8188992256932806,2.709327012549706,2.6754512098800305,0.0,0.8065901933783833,0.8065901933783833,0.7785471223709695,0.0,0.0,2.081041407633767,2.9408156822608897,3.0206134486227603,2.766220146630016,0.2829176558314829,1.6015459273656616
